[12:14:09] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', name='PROD'
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[12:14:14] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[12:14:14] [main/INFO]: Reloading ResourceManager: Default
[12:14:15] [Worker-Main-6/INFO]: Loaded 7 recipes
[12:14:16] [Worker-Main-6/INFO]: Loaded 927 advancements
[12:14:42] [Server thread/INFO]: Starting minecraft server version 1.16.1
[12:14:42] [Server thread/WARN]: To start the server with more ram, launch it as "java -Xmx1024M -Xms1024M -jar minecraft_server.jar"
[12:14:42] [Server thread/INFO]: Loading properties
[12:14:42] [Server thread/INFO]: Default game type: SURVIVAL
[12:14:42] [Server thread/INFO]: Generating keypair
[12:14:42] [Server console handler/ERROR]: Exception handling console input
java.io.IOException: The handle is invalid
	at java.io.FileInputStream.readBytes(Native Method) ~[?:1.8.0_251]
	at java.io.FileInputStream.read(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedInputStream.read1(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedInputStream.read(Unknown Source) ~[?:1.8.0_251]
	at sun.nio.cs.StreamDecoder.readBytes(Unknown Source) ~[?:1.8.0_251]
	at sun.nio.cs.StreamDecoder.implRead(Unknown Source) ~[?:1.8.0_251]
	at sun.nio.cs.StreamDecoder.read(Unknown Source) ~[?:1.8.0_251]
	at java.io.InputStreamReader.read(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedReader.fill(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedReader.readLine(Unknown Source) ~[?:1.8.0_251]
	at java.io.BufferedReader.readLine(Unknown Source) ~[?:1.8.0_251]
	at yd$1.run(SourceFile:90) [server.jar:?]
[12:14:44] [Server thread/INFO]: Starting Minecraft server on *:25565
[12:14:44] [Server thread/INFO]: Using default channel type
[12:14:47] [Server thread/INFO]: Preparing level "world"
[12:20:48] [Worker-Main-9/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-9/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-9/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-9/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-9/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-9/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-9/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-8/INFO]: Preparing spawn area: 70%
[12:20:48] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:20:49] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:20:49] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:13] [Worker-Main-7/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:14] [Worker-Main-8/INFO]: Preparing spawn area: 72%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:58] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 77%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 78%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 78%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 78%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 78%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 78%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 79%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 79%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 79%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 79%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 79%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 79%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 80%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 80%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 80%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 80%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 80%
[12:21:59] [Worker-Main-7/INFO]: Preparing spawn area: 81%
[12:21:59] [Worker-Main-9/INFO]: Preparing spawn area: 81%
[12:22:01] [Worker-Main-7/INFO]: Preparing spawn area: 84%
[12:22:01] [Worker-Main-8/INFO]: Preparing spawn area: 84%
[12:22:01] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-9/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-9/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-9/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-9/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-9/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-9/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-9/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 85%
[12:22:08] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:21] [Worker-Main-9/INFO]: Preparing spawn area: 86%
[12:22:22] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:22] [Worker-Main-7/INFO]: Preparing spawn area: 86%
[12:22:23] [Worker-Main-7/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-7/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-8/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-7/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-8/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-7/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-8/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-8/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-7/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-8/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-8/INFO]: Preparing spawn area: 88%
[12:22:28] [Worker-Main-8/INFO]: Preparing spawn area: 88%
[12:22:29] [Worker-Main-7/INFO]: Preparing spawn area: 94%
[12:22:29] [Worker-Main-7/INFO]: Preparing spawn area: 95%
[12:22:30] [Worker-Main-9/INFO]: Preparing spawn area: 95%
[12:22:30] [Worker-Main-8/INFO]: Preparing spawn area: 95%
[12:22:31] [Worker-Main-9/INFO]: Preparing spawn area: 96%
[12:22:31] [Worker-Main-7/INFO]: Preparing spawn area: 96%
[12:22:32] [Worker-Main-8/INFO]: Preparing spawn area: 97%
[12:22:32] [Worker-Main-7/INFO]: Preparing spawn area: 97%
[12:22:33] [Worker-Main-9/INFO]: Preparing spawn area: 98%
[12:22:34] [Worker-Main-8/INFO]: Preparing spawn area: 99%
[12:22:34] [Worker-Main-9/INFO]: Preparing spawn area: 99%
[12:22:34] [Server thread/INFO]: Time elapsed: 454116 ms
[12:22:34] [Server thread/INFO]: Done (466.268s)! For help, type "help"
[12:27:09] [User Authenticator #1/INFO]: UUID of player 3vz is 87dab218-78c3-47f7-ae86-a3ee78bcf00e
[12:27:09] [Server thread/INFO]: 3vz[/192.168.2.10:56359] logged in with entity id 236 at (73.5, 72.0, 252.5)
[12:27:10] [Server thread/INFO]: 3vz joined the game
[12:27:11] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2011ms or 40 ticks behind
[12:27:46] [Server thread/INFO]: 3vz lost connection: Disconnected
[12:27:46] [Server thread/INFO]: 3vz left the game
[12:28:01] [Server thread/INFO]: Stopping the server
[12:28:01] [Server thread/INFO]: Stopping server
[12:28:01] [Server thread/INFO]: Saving players
[12:28:01] [Server thread/INFO]: Saving worlds
[12:28:01] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:overworld
[12:28:11] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[12:28:11] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_nether
[12:28:11] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[12:28:11] [Server thread/INFO]: Saving chunks for level 'ServerLevel[world]'/minecraft:the_end
[12:28:11] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[12:28:11] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[12:28:12] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[12:28:12] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
